year,team,shirt_number,position,player,birth_date,caps,goals,club,club_country,league_country,iffhs_ranking_year,iffhs_league_rank,clubelo_name,clubelo_rating,clubelo_division_level,clubelo_date
2022,England,2,DF,Kyle Walker,1990-05-28,70,0.0,Manchester City,England,England,2017,2.0,Man City,2006.8,1.0,2021-08-01
2022,England,3,DF,Luke Shaw,1995-07-12,23,3.0,Manchester United,England,England,2017,2.0,Man United,1921.4,1.0,2021-08-01
2022,England,4,MF,Declan Rice,1999-01-14,34,2.0,West Ham United,England,England,2017,2.0,West Ham,1806.2,1.0,2021-08-01
2022,England,5,DF,John Stones,1994-05-28,59,3.0,Manchester City,England,England,2017,2.0,Man City,2006.8,1.0,2021-08-01
2022,England,6,DF,Harry Maguire,1993-03-05,48,7.0,Manchester United,England,England,2017,2.0,Man United,1921.4,1.0,2021-08-01
2022,England,7,FW,Jack Grealish,1995-09-10,24,1.0,Manchester City,England,England,2017,2.0,Man City,2006.8,1.0,2021-08-01
2022,England,8,MF,Jordan Henderson,1990-06-17,70,2.0,Liverpool,England,England,2017,2.0,Liverpool,1935.3,1.0,2021-08-01
2022,England,9,FW,Harry Kane,1993-07-28,75,51.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1827.8,1.0,2021-08-01
2022,England,10,FW,Raheem Sterling,1994-12-08,79,19.0,Chelsea,England,England,2017,2.0,Chelsea,1915.9,1.0,2021-08-01
2022,England,11,FW,Marcus Rashford,1997-10-31,46,12.0,Manchester United,England,England,2017,2.0,Man United,1921.4,1.0,2021-08-01
2022,England,12,DF,Kieran Trippier,1990-09-19,37,1.0,Newcastle United,England,England,2017,2.0,Newcastle,1720.2,1.0,2021-08-01
2022,England,13,GK,Nick Pope,1992-04-19,10,0.0,Newcastle United,England,England,2017,2.0,Newcastle,1720.2,1.0,2021-08-01
2022,England,14,MF,Kalvin Phillips,1995-12-02,23,0.0,Manchester City,England,England,2017,2.0,Man City,2006.8,1.0,2021-08-01
2022,England,15,DF,Eric Dier,1994-01-15,47,3.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1827.8,1.0,2021-08-01
2022,England,16,DF,Conor Coady,1993-02-25,10,1.0,Everton,England,England,2017,2.0,Everton,1766.4,1.0,2021-08-01
2022,England,17,FW,Bukayo Saka,2001-09-05,20,4.0,Arsenal,England,England,2017,2.0,Arsenal,1861.5,1.0,2021-08-01
2022,England,18,DF,Trent Alexander-Arnold,1998-10-07,17,1.0,Liverpool,England,England,2017,2.0,Liverpool,1935.3,1.0,2021-08-01
2022,England,19,MF,Mason Mount,1999-01-10,32,5.0,Chelsea,England,England,2017,2.0,Chelsea,1915.9,1.0,2021-08-01
2022,England,20,MF,Phil Foden,2000-05-28,18,2.0,Manchester City,England,England,2017,2.0,Man City,2006.8,1.0,2021-08-01
2022,England,21,DF,Ben White,1997-10-08,4,0.0,Arsenal,England,England,2017,2.0,Arsenal,1861.5,1.0,2021-08-01
2022,England,22,MF,Jude Bellingham,2003-06-29,17,0.0,Borussia Dortmund,Germany,Germany,2017,8.0,Dortmund,1844.4,1.0,2021-08-01
2022,England,23,GK,Aaron Ramsdale,1998-05-14,3,0.0,Arsenal,England,England,2017,2.0,Arsenal,1861.5,1.0,2021-08-01
2022,England,24,FW,Callum Wilson,1992-02-27,4,1.0,Newcastle United,England,England,2017,2.0,Newcastle,1720.2,1.0,2021-08-01
2022,England,25,MF,James Maddison,1996-11-23,1,0.0,Leicester City,England,England,2017,2.0,Leicester,1798.5,1.0,2021-08-01
2022,England,26,MF,Conor Gallagher,2000-02-06,4,0.0,Chelsea,England,England,2017,2.0,Chelsea,1915.9,1.0,2021-08-01
2022,Iran,1,GK,Alireza Beiranvand,1992-09-21,52,0.0,Persepolis,Iran,Iran,2017,46.0,,,,
2022,Iran,2,DF,Sadegh Moharrami,1996-03-01,21,0.0,Dinamo Zagreb,Croatia,Croatia,2017,19.0,Dinamo Zagreb,1686.5,1.0,2021-08-01
2022,Iran,3,DF,Ehsan Hajsafi,1990-02-25,121,7.0,AEK Athens,Greece,Greece,2017,11.0,AEK,1483.4,1.0,2021-08-01
2022,Iran,4,DF,Shojae Khalilzadeh,1989-05-14,25,1.0,Al-Ahli Doha,Qatar,Qatar,2017,71.0,,,,
2022,Iran,5,DF,Milad Mohammadi,1993-09-29,45,1.0,AEK Athens,Greece,Greece,2017,11.0,AEK,1483.4,1.0,2021-08-01
2022,Iran,6,MF,Saeid Ezatolahi,1996-10-01,47,1.0,Vejle,Denmark,Denmark,2017,15.0,Vejle,1309.6,1.0,2021-08-01
2022,Iran,7,MF,Alireza Jahanbakhsh,1993-08-11,64,13.0,Feyenoord,Netherlands,Netherlands,2017,22.0,Feyenoord,1584.2,1.0,2021-08-01
2022,Iran,8,DF,Morteza Pouraliganji,1992-04-19,46,3.0,Persepolis,Iran,Iran,2017,46.0,,,,
2022,Iran,9,FW,Mehdi Taremi,1992-07-18,60,28.0,Porto,Portugal,Portugal,2017,16.0,Porto,1788.5,1.0,2021-08-01
2022,Iran,10,FW,Karim Ansarifard,1990-04-03,94,29.0,Omonia,Cyprus,Cyprus,2017,13.0,Omonia,1448.8,0.0,2021-08-01
2022,Iran,11,MF,Vahid Amiri,1988-04-02,68,2.0,Persepolis,Iran,Iran,2017,46.0,,,,
2022,Iran,12,GK,Payam Niazmand,1995-04-06,1,0.0,Sepahan,Iran,Iran,2017,46.0,,,,
2022,Iran,13,DF,Hossein Kanaanizadegan,1994-03-23,35,2.0,Al-Ahli Doha,Qatar,Qatar,2017,71.0,,,,
2022,Iran,14,MF,Saman Ghoddos,1993-09-06,33,2.0,Brentford,England,England,2017,2.0,Brentford,1667.0,1.0,2021-08-01
2022,Iran,15,DF,Rouzbeh Cheshmi,1993-07-24,19,1.0,Esteghlal,Iran,Iran,2017,46.0,,,,
2022,Iran,16,MF,Mehdi Torabi,1994-09-10,36,7.0,Persepolis,Iran,Iran,2017,46.0,,,,
2022,Iran,17,MF,Ali Gholizadeh,1996-03-10,26,6.0,Charleroi,Belgium,Belgium,2017,26.0,Charleroi,1456.1,1.0,2021-08-01
2022,Iran,18,MF,Ali Karimi,1994-02-11,13,0.0,Kayserispor,Turkey,Turkey,2017,14.0,Kayseri,1337.9,1.0,2021-08-01
2022,Iran,19,DF,Majid Hosseini,1996-06-20,18,0.0,Kayserispor,Turkey,Turkey,2017,14.0,Kayseri,1337.9,1.0,2021-08-01
2022,Iran,20,FW,Sardar Azmoun,1995-01-01,65,41.0,Bayer Leverkusen,Germany,Germany,2017,8.0,Leverkusen,1737.7,1.0,2021-08-01
2022,Iran,21,MF,Ahmad Nourollahi,1993-02-01,25,3.0,Shabab Al-Ahli,United Arab Emirates,United Arab Emirates,2017,59.0,,,,
2022,Iran,22,GK,Amir Abedzadeh,1993-04-26,11,0.0,Ponferradina,Spain,Spain,2017,1.0,Ponferradina,1483.7,2.0,2021-08-01
2022,Iran,23,DF,Ramin Rezaeian,1990-03-21,46,2.0,Sepahan,Iran,Iran,2017,46.0,,,,
2022,Iran,24,GK,Hossein Hosseini,1992-06-30,6,0.0,Esteghlal,Iran,Iran,2017,46.0,,,,
2022,Iran,25,DF,Abolfazl Jalali,1998-06-26,3,0.0,Esteghlal,Iran,Iran,2017,46.0,,,,
2022,United States,1,GK,Matt Turner,1994-06-24,20,0.0,Arsenal,England,England,2017,2.0,Arsenal,1861.5,1.0,2021-08-01
2022,United States,2,DF,Sergiño Dest,2000-11-03,19,2.0,Milan,Italy,Italy,2017,4.0,Milan,1798.9,1.0,2021-08-01
2022,United States,3,DF,Walker Zimmerman,1993-05-19,33,3.0,Nashville SC,United States,United States,2017,52.0,,,,
2022,United States,4,MF,Tyler Adams,1999-02-14,32,1.0,Leeds United,England,England,2017,2.0,Leeds,1779.1,1.0,2021-08-01
2022,United States,5,DF,Antonee Robinson,1997-08-08,29,2.0,Fulham,England,England,2017,2.0,Fulham,1622.4,2.0,2021-08-01
2022,United States,6,MF,Yunus Musah,2002-11-29,19,0.0,Valencia,Spain,Spain,2017,1.0,Valencia,1698.1,1.0,2021-08-01
2022,United States,7,FW,Giovanni Reyna,2002-11-13,14,4.0,Borussia Dortmund,Germany,Germany,2017,8.0,Dortmund,1844.4,1.0,2021-08-01
2022,United States,8,MF,Weston McKennie,1998-08-28,37,9.0,Juventus,Italy,Italy,2017,4.0,Juventus,1854.8,1.0,2021-08-01
2022,United States,9,FW,Jesús Ferreira,2000-12-24,15,7.0,FC Dallas,United States,United States,2017,52.0,,,,
2022,United States,10,FW,Christian Pulisic,1998-09-18,52,21.0,Chelsea,England,England,2017,2.0,Chelsea,1915.9,1.0,2021-08-01
2022,United States,11,FW,Brenden Aaronson,2000-10-22,24,6.0,Leeds United,England,England,2017,2.0,Leeds,1779.1,1.0,2021-08-01
2022,United States,12,GK,Ethan Horvath,1995-06-09,8,0.0,Luton Town,England,England,2017,2.0,Luton,1479.0,2.0,2021-08-01
2022,United States,13,DF,Tim Ream,1987-10-05,46,1.0,Fulham,England,England,2017,2.0,Fulham,1622.4,2.0,2021-08-01
2022,United States,14,MF,Luca de la Torre,1998-05-23,12,0.0,Celta Vigo,Spain,Spain,2017,1.0,Celta,1718.6,1.0,2021-08-01
2022,United States,15,DF,Aaron Long,1992-10-12,29,3.0,New York Red Bulls,United States,United States,2017,52.0,,,,
2022,United States,16,FW,Jordan Morris,1994-10-26,49,11.0,Seattle Sounders FC,United States,United States,2017,52.0,,,,
2022,United States,17,MF,Cristian Roldan,1995-06-03,32,0.0,Seattle Sounders FC,United States,United States,2017,52.0,,,,
2022,United States,18,DF,Shaq Moore,1996-11-02,15,1.0,Nashville SC,United States,United States,2017,52.0,,,,
2022,United States,19,FW,Haji Wright,1998-03-27,3,1.0,Antalyaspor,Turkey,Turkey,2017,14.0,Antalyaspor,1354.7,1.0,2021-08-01
2022,United States,20,DF,Cameron Carter-Vickers,1997-12-31,11,0.0,Celtic,Scotland,Scotland,2017,25.0,Celtic,1535.1,1.0,2021-08-01
2022,United States,21,FW,Timothy Weah,2000-02-22,25,3.0,Lille,France,France,2017,5.0,Lille,1745.9,1.0,2021-08-01
2022,United States,22,DF,DeAndre Yedlin,1993-07-09,75,0.0,Inter Miami CF,United States,United States,2017,52.0,,,,
2022,United States,23,MF,Kellyn Acosta,1995-07-24,53,2.0,Los Angeles FC,United States,United States,2017,52.0,,,,
2022,United States,24,FW,Josh Sargent,2000-02-20,20,5.0,Norwich City,England,England,2017,2.0,Norwich,1650.7,1.0,2021-08-01
2022,United States,25,GK,Sean Johnson,1989-05-31,10,0.0,New York City FC,United States,United States,2017,52.0,,,,
2022,United States,26,DF,Joe Scally,2002-12-31,3,0.0,Borussia Mönchengladbach,Germany,Germany,2017,8.0,Gladbach,1749.7,1.0,2021-08-01
2022,Wales,1,GK,Wayne Hennessey,1987-01-24,106,0.0,Nottingham Forest,England,England,2017,2.0,Forest,1489.6,2.0,2021-08-01
2022,Wales,2,DF,Chris Gunter,1989-07-21,109,0.0,AFC Wimbledon,England,England,2017,2.0,,,,
2022,Wales,3,DF,Neco Williams,2001-04-13,23,2.0,Nottingham Forest,England,England,2017,2.0,Forest,1489.6,2.0,2021-08-01
2022,Wales,4,DF,Ben Davies,1993-04-24,74,1.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1827.8,1.0,2021-08-01
2022,Wales,5,DF,Chris Mepham,1997-11-05,33,0.0,Bournemouth,England,England,2017,2.0,Bournemouth,1603.6,2.0,2021-08-01
2022,Wales,6,DF,Joe Rodon,1997-10-22,30,0.0,Rennes,France,France,2017,5.0,Rennes,1614.4,1.0,2021-08-01
2022,Wales,7,MF,Joe Allen,1990-03-14,72,2.0,Swansea City,Wales,England,2017,2.0,Swansea,1565.6,2.0,2021-08-01
2022,Wales,8,MF,Harry Wilson,1997-03-22,39,5.0,Fulham,England,England,2017,2.0,Fulham,1622.4,2.0,2021-08-01
2022,Wales,9,FW,Brennan Johnson,2001-05-23,15,2.0,Nottingham Forest,England,England,2017,2.0,Forest,1489.6,2.0,2021-08-01
2022,Wales,10,MF,Aaron Ramsey,1990-12-26,75,20.0,Nice,France,France,2017,5.0,Nice,1562.8,1.0,2021-08-01
2022,Wales,11,FW,Gareth Bale,1989-07-16,108,40.0,Los Angeles FC,United States,United States,2017,52.0,,,,
2022,Wales,12,GK,Danny Ward,1993-06-22,26,0.0,Leicester City,England,England,2017,2.0,Leicester,1798.5,1.0,2021-08-01
2022,Wales,13,FW,Kieffer Moore,1992-08-08,28,9.0,Bournemouth,England,England,2017,2.0,Bournemouth,1603.6,2.0,2021-08-01
2022,Wales,14,DF,Connor Roberts,1995-09-23,41,3.0,Burnley,England,England,2017,2.0,Burnley,1704.7,1.0,2021-08-01
2022,Wales,15,DF,Ethan Ampadu,2000-09-14,37,0.0,Spezia,Italy,Italy,2017,4.0,Spezia,1541.0,1.0,2021-08-01
2022,Wales,16,MF,Joe Morrell,1997-01-03,30,0.0,Portsmouth,England,England,2017,2.0,,,,
2022,Wales,17,DF,Tom Lockyer,1994-12-03,14,0.0,Luton Town,England,England,2017,2.0,Luton,1479.0,2.0,2021-08-01
2022,Wales,18,MF,Jonny Williams,1993-10-09,33,2.0,Swindon Town,England,England,2017,2.0,,,,
2022,Wales,19,FW,Mark Harris,1998-12-29,5,0.0,Cardiff City,Wales,England,2017,2.0,Cardiff,1564.0,2.0,2021-08-01
2022,Wales,20,FW,Daniel James,1997-11-10,38,5.0,Fulham,England,England,2017,2.0,Fulham,1622.4,2.0,2021-08-01
2022,Wales,21,GK,Adam Davies,1992-07-17,4,0.0,Sheffield United,England,England,2017,2.0,Sheffield United,1619.4,2.0,2021-08-01
2022,Wales,22,MF,Sorba Thomas,1999-01-25,6,0.0,Huddersfield Town,England,England,2017,2.0,Huddersfield,1449.4,2.0,2021-08-01
2022,Wales,23,MF,Dylan Levitt,2000-11-17,13,0.0,Dundee United,Scotland,Scotland,2017,25.0,Dundee United,1245.2,1.0,2021-08-01
2022,Wales,24,DF,Ben Cabango,2000-05-30,5,0.0,Swansea City,Wales,England,2017,2.0,Swansea,1565.6,2.0,2021-08-01
2022,Wales,25,MF,Rubin Colwill,2002-04-27,7,1.0,Cardiff City,Wales,England,2017,2.0,Cardiff,1564.0,2.0,2021-08-01
2022,Wales,26,MF,Matthew Smith,1999-11-22,19,0.0,Milton Keynes Dons,England,England,2017,2.0,,,,
2022,Argentina,1,GK,Franco Armani,1986-10-16,18,0.0,River Plate,Argentina,Argentina,2017,7.0,,,,
2022,Argentina,2,DF,Juan Foyth,1998-01-12,16,0.0,Villarreal,Spain,Spain,2017,1.0,Villarreal,1818.9,1.0,2021-08-01
2022,Argentina,3,DF,Nicolás Tagliafico,1992-08-31,42,0.0,Lyon,France,France,2017,5.0,Lyon,1732.0,1.0,2021-08-01
2022,Argentina,4,DF,Gonzalo Montiel,1997-01-01,18,0.0,Sevilla,Spain,Spain,2017,1.0,Sevilla,1844.7,1.0,2021-08-01
2022,Argentina,5,MF,Leandro Paredes,1994-06-29,46,4.0,Juventus,Italy,Italy,2017,4.0,Juventus,1854.8,1.0,2021-08-01
2022,Argentina,6,DF,Germán Pezzella,1991-06-27,32,2.0,Real Betis,Spain,Spain,2017,1.0,Betis,1737.7,1.0,2021-08-01
2022,Argentina,7,MF,Rodrigo De Paul,1994-05-24,44,2.0,Atlético Madrid,Spain,Spain,2017,1.0,Atletico,1893.1,1.0,2021-08-01
2022,Argentina,8,MF,Marcos Acuña,1991-10-28,43,0.0,Sevilla,Spain,Spain,2017,1.0,Sevilla,1844.7,1.0,2021-08-01
2022,Argentina,9,FW,Julián Álvarez,2000-01-31,12,3.0,Manchester City,England,England,2017,2.0,Man City,2006.8,1.0,2021-08-01
2022,Argentina,10,FW,Lionel Messi,1987-06-24,165,91.0,Paris Saint-Germain,France,France,2017,5.0,Paris SG,1855.7,1.0,2021-08-01
2022,Argentina,11,FW,Ángel Di María,1988-02-14,124,27.0,Juventus,Italy,Italy,2017,4.0,Juventus,1854.8,1.0,2021-08-01
2022,Argentina,12,GK,Gerónimo Rulli,1992-05-20,4,0.0,Villarreal,Spain,Spain,2017,1.0,Villarreal,1818.9,1.0,2021-08-01
2022,Argentina,13,DF,Cristian Romero,1998-04-27,12,1.0,Tottenham Hotspur,England,England,2017,2.0,Tottenham,1827.8,1.0,2021-08-01
2022,Argentina,14,MF,Exequiel Palacios,1998-10-05,20,0.0,Bayer Leverkusen,Germany,Germany,2017,8.0,Leverkusen,1737.7,1.0,2021-08-01
2022,Argentina,15,FW,Ángel Correa,1995-03-09,22,3.0,Atlético Madrid,Spain,Spain,2017,1.0,Atletico,1893.1,1.0,2021-08-01
2022,Argentina,16,MF,Thiago Almada,2001-04-26,1,0.0,Atlanta United FC,United States,United States,2017,52.0,,,,
2022,Argentina,17,MF,Papu Gómez,1988-02-15,15,3.0,Sevilla,Spain,Spain,2017,1.0,Sevilla,1844.7,1.0,2021-08-01
2022,Argentina,18,MF,Guido Rodríguez,1994-04-12,26,1.0,Real Betis,Spain,Spain,2017,1.0,Betis,1737.7,1.0,2021-08-01
2022,Argentina,19,DF,Nicolás Otamendi,1988-02-12,93,4.0,Benfica,Portugal,Portugal,2017,16.0,Benfica,1734.4,1.0,2021-08-01
2022,Argentina,20,MF,Alexis Mac Allister,1998-12-24,8,0.0,Brighton & Hove Albion,England,England,2017,2.0,Brighton,1716.2,1.0,2021-08-01
2022,Argentina,21,FW,Paulo Dybala,1993-11-15,34,3.0,Roma,Italy,Italy,2017,4.0,Roma,1736.0,1.0,2021-08-01
2022,Argentina,22,FW,Lautaro Martínez,1997-08-22,40,21.0,Internazionale,Italy,Italy,2017,4.0,Inter,1896.8,1.0,2021-08-01
2022,Argentina,23,GK,Emiliano Martínez,1992-09-02,19,0.0,Aston Villa,England,England,2017,2.0,Aston Villa,1742.5,1.0,2021-08-01
2022,Argentina,24,MF,Enzo Fernández,2001-01-17,3,0.0,Benfica,Portugal,Portugal,2017,16.0,Benfica,1734.4,1.0,2021-08-01
2022,Argentina,25,DF,Lisandro Martínez,1998-01-18,10,0.0,Manchester United,England,England,2017,2.0,Man United,1921.4,1.0,2021-08-01
2022,Argentina,26,DF,Nahuel Molina,1998-04-06,20,0.0,Atlético Madrid,Spain,Spain,2017,1.0,Atletico,1893.1,1.0,2021-08-01
2022,Mexico,1,GK,Alfredo Talavera,1982-09-18,40,0.0,Juárez,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,2,DF,Néstor Araujo,1991-08-29,63,3.0,América,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,3,DF,César Montes,1997-02-24,30,1.0,Monterrey,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,4,DF,Edson Álvarez,1997-10-24,58,3.0,Ajax,Netherlands,Netherlands,2017,22.0,Ajax,1812.7,1.0,2021-08-01
2022,Mexico,5,DF,Johan Vásquez,1998-10-22,7,0.0,Cremonese,Italy,Italy,2017,4.0,Cremonese,1439.2,2.0,2021-08-01
2022,Mexico,6,DF,Gerardo Arteaga,1998-09-07,17,1.0,Genk,Belgium,Belgium,2017,26.0,Genk,1559.5,1.0,2021-08-01
2022,Mexico,7,MF,Luis Romo,1995-06-05,27,1.0,Monterrey,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,8,MF,Carlos Rodríguez,1997-01-03,36,0.0,Cruz Azul,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,9,FW,Raúl Jiménez,1991-05-05,95,29.0,Wolverhampton Wanderers,England,England,2017,2.0,Wolves,1733.9,1.0,2021-08-01
2022,Mexico,10,FW,Alexis Vega,1997-11-25,22,6.0,Guadalajara,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,11,FW,Rogelio Funes Mori,1991-03-05,16,6.0,Monterrey,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,12,GK,Rodolfo Cota,1987-07-03,8,0.0,León,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,13,GK,Guillermo Ochoa,1985-07-13,131,0.0,América,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,14,MF,Érick Gutiérrez,1995-06-15,34,1.0,PSV Eindhoven,Netherlands,Netherlands,2017,22.0,PSV,1672.6,1.0,2021-08-01
2022,Mexico,15,DF,Héctor Moreno,1988-01-17,128,5.0,Monterrey,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,16,MF,Héctor Herrera,1990-04-19,102,10.0,Houston Dynamo FC,United States,United States,2017,52.0,,,,
2022,Mexico,17,FW,Orbelín Pineda,1996-03-24,50,6.0,AEK Athens,Greece,Greece,2017,11.0,AEK,1483.4,1.0,2021-08-01
2022,Mexico,18,MF,Andrés Guardado,1986-09-28,178,28.0,Real Betis,Spain,Spain,2017,1.0,Betis,1737.7,1.0,2021-08-01
2022,Mexico,19,DF,Jorge Sánchez,1997-12-10,26,1.0,Ajax,Netherlands,Netherlands,2017,22.0,Ajax,1812.7,1.0,2021-08-01
2022,Mexico,20,FW,Henry Martín,1992-11-18,27,6.0,América,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,21,FW,Uriel Antuna,1997-08-21,36,9.0,Cruz Azul,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,22,FW,Hirving Lozano,1995-07-30,60,16.0,Napoli,Italy,Italy,2017,4.0,Napoli,1802.6,1.0,2021-08-01
2022,Mexico,23,DF,Jesús Gallardo,1994-08-15,78,1.0,Monterrey,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,24,MF,Luis Chávez,1996-01-15,9,0.0,Pachuca,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,25,FW,Roberto Alvarado,1998-09-07,31,4.0,Guadalajara,Mexico,Mexico,2017,20.0,,,,
2022,Mexico,26,DF,Kevin Álvarez,1999-01-15,8,0.0,Pachuca,Mexico,Mexico,2017,20.0,,,,
2022,Poland,1,GK,Wojciech Szczęsny,1990-04-18,66,0.0,Juventus,Italy,Italy,2017,4.0,Juventus,1854.8,1.0,2021-08-01
2022,Poland,2,DF,Matty Cash,1997-08-07,7,1.0,Aston Villa,England,England,2017,2.0,Aston Villa,1742.5,1.0,2021-08-01
2022,Poland,3,DF,Artur Jędrzejczyk,1987-11-04,40,3.0,Legia Warsaw,Poland,Poland,2017,35.0,Legia,1493.6,1.0,2021-08-01
2022,Poland,4,DF,Mateusz Wieteska,1997-02-11,2,0.0,Clermont,France,France,2017,5.0,Clermont,1499.6,1.0,2021-08-01
2022,Poland,5,DF,Jan Bednarek,1996-04-12,45,1.0,Aston Villa,England,England,2017,2.0,Aston Villa,1742.5,1.0,2021-08-01
2022,Poland,6,MF,Krystian Bielik,1998-01-04,5,0.0,Birmingham City,England,England,2017,2.0,Birmingham,1435.0,2.0,2021-08-01
2022,Poland,7,FW,Arkadiusz Milik,1994-02-28,64,16.0,Juventus,Italy,Italy,2017,4.0,Juventus,1854.8,1.0,2021-08-01
2022,Poland,8,MF,Damian Szymański,1995-06-16,9,1.0,AEK Athens,Greece,Greece,2017,11.0,AEK,1483.4,1.0,2021-08-01
2022,Poland,9,FW,Robert Lewandowski,1988-08-21,134,76.0,Barcelona,Spain,Spain,2017,1.0,Barcelona,1911.2,1.0,2021-08-01
2022,Poland,10,MF,Grzegorz Krychowiak,1990-01-29,94,5.0,Al-Shabab,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Poland,11,MF,Kamil Grosicki,1988-06-08,87,17.0,Pogoń Szczecin,Poland,Poland,2017,35.0,,,,
2022,Poland,12,GK,Łukasz Skorupski,1991-05-05,8,0.0,Bologna,Italy,Italy,2017,4.0,Bologna,1592.5,1.0,2021-08-01
2022,Poland,13,MF,Jakub Kamiński,2002-06-05,4,1.0,VfL Wolfsburg,Germany,Germany,2017,8.0,Wolfsburg,1770.3,1.0,2021-08-01
2022,Poland,14,DF,Jakub Kiwior,2000-02-15,5,0.0,Spezia,Italy,Italy,2017,4.0,Spezia,1541.0,1.0,2021-08-01
2022,Poland,15,DF,Kamil Glik,1988-02-03,99,6.0,Benevento,Italy,Italy,2017,4.0,Benevento,1516.4,2.0,2021-08-01
2022,Poland,16,FW,Karol Świderski,1997-01-23,18,8.0,Charlotte FC,United States,United States,2017,52.0,,,,
2022,Poland,17,MF,Szymon Żurkowski,1997-09-25,7,0.0,Fiorentina,Italy,Italy,2017,4.0,Fiorentina,1627.3,1.0,2021-08-01
2022,Poland,18,DF,Bartosz Bereszyński,1992-07-12,46,0.0,Sampdoria,Italy,Italy,2017,4.0,Sampdoria,1641.9,1.0,2021-08-01
2022,Poland,19,MF,Sebastian Szymański,1999-05-10,18,1.0,Feyenoord,Netherlands,Netherlands,2017,22.0,Feyenoord,1584.2,1.0,2021-08-01
2022,Poland,20,MF,Piotr Zieliński,1994-05-20,74,9.0,Napoli,Italy,Italy,2017,4.0,Napoli,1802.6,1.0,2021-08-01
2022,Poland,21,MF,Nicola Zalewski,2002-01-23,7,0.0,Roma,Italy,Italy,2017,4.0,Roma,1736.0,1.0,2021-08-01
2022,Poland,22,GK,Kamil Grabara,1999-01-08,1,0.0,Copenhagen,Denmark,Denmark,2017,15.0,FC Kobenhavn,1531.7,1.0,2021-08-01
2022,Poland,23,FW,Krzysztof Piątek,1995-07-01,25,11.0,Salernitana,Italy,Italy,2017,4.0,Salernitana,1480.0,1.0,2021-08-01
2022,Poland,24,MF,Przemysław Frankowski,1995-04-12,26,1.0,Lens,France,France,2017,5.0,Lens,1558.5,1.0,2021-08-01
2022,Poland,25,DF,Robert Gumny,1998-06-04,5,0.0,FC Augsburg,Germany,Germany,2017,8.0,Augsburg,1596.5,1.0,2021-08-01
2022,Poland,26,MF,Michał Skóraś,2000-02-15,1,0.0,Lech Poznań,Poland,Poland,2017,35.0,,,,
2022,Saudi Arabia,1,GK,Mohammed Al-Rubaie,1997-08-14,7,0.0,Al-Ahli,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Saudi Arabia,2,DF,Sultan Al-Ghannam,1994-05-06,24,0.0,Al-Nassr,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Saudi Arabia,3,DF,Abdullah Madu,1993-07-15,15,0.0,Al-Nassr,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Saudi Arabia,4,DF,Abdulelah Al-Amri,1997-01-15,20,1.0,Al-Nassr,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Saudi Arabia,5,DF,Ali Al-Bulaihi,1989-11-21,37,0.0,Al-Hilal,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Saudi Arabia,6,DF,Mohammed Al-Breik,1992-09-15,40,1.0,Al-Hilal,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Saudi Arabia,7,MF,Salman Al-Faraj,1989-08-01,70,8.0,Al-Hilal,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Saudi Arabia,8,MF,Abdulellah Al-Malki,1994-10-11,27,0.0,Al-Hilal,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Saudi Arabia,9,FW,Firas Al-Buraikan,2000-05-14,26,6.0,Al-Fateh,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Saudi Arabia,10,FW,Salem Al-Dawsari,1991-08-19,71,17.0,Al-Hilal,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Saudi Arabia,11,FW,Saleh Al-Shehri,1993-11-01,20,10.0,Al-Hilal,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Saudi Arabia,12,DF,Saud Abdulhamid,1999-07-18,23,1.0,Al-Hilal,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
2022,Saudi Arabia,13,DF,Yasser Al-Shahrani,1992-05-25,72,2.0,Al-Hilal,Saudi Arabia,Saudi Arabia,2017,29.0,,,,
